"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr20-53399519-53661071",26905.57
"chr20-53661071-53905416",24805.76
"chr20-53905416-54119987",23039.15
"chr20-54119987-54336991",23524.57
"chr20-54336991-54552777",22642.66
"chr20-54552777-54772615",23545.16
"chr20-54772615-55001777",28903.83
"chr20-55001777-55216613",23089.37
"chr20-55216613-55441283",24484.4
"chr20-55441283-55658049",23266.53
"chr20-55658049-55880907",23815.3
"chr20-55880907-56106413",24275.26
"chr20-56106413-56325840",23316.61
"chr20-56325840-56560117",24161.28
"chr20-56560117-56799251",24239.79
"chr20-56799251-57017448",22901.44
"chr20-57441380-57653367",22960.6
"chr20-57653367-57860441",22297.57
"chr20-57860441-58067432",22237.36
"chr20-58067432-58277200",22459.1
"chr20-58277200-58494864",23063.95
"chr20-58494864-58704375",22407.71
"chr20-58704375-58912741",22186.69
"chr20-58912741-59133535",22968.34
"chr20-59133535-59343202",22450.51
"chr20-59343202-59564518",23531.48
"chr20-59564518-59771139",22387.1
"chr20-59771139-59982245",22535.4
"chr20-59982245-60190066",22168.14
"chr20-60190066-60401393",22815.59
"chr20-60401393-60612521",22511.6
"chr20-60612521-60824067",22722.77
"chr20-60824067-61034992",23236.9
"chr20-61034992-61244874",22803.17
"chr20-61244874-61457846",23146.61
"chr20-61457846-61667074",22508.78
"chr20-61667074-61876524",22680.83
"chr20-61876524-62100872",17336.25
"chr20-62100872-62319653",22668.86
"chr20-62319653-62529994",22369.5
"chr20-62529994-62735589",22535.25
"chr20-62735589-62951146",22155.28
"chr20-62951146-63163302",22560.17
"chr20-63163302-63374270",23014.68
"chr20-63374270-63591184",20684.04
"chr20-63834168-64070457",24437.51
"chr21-14423085-14640540",20502.78
"chr21-14640540-14863135",23983.19
"chr21-14863135-15082835",23933.02
"chr21-15082835-15295493",22731.12
"chr21-15295493-15506016",22743.92
"chr21-15506016-15723541",23319.63
"chr21-15723541-15943308",23260.93
"chr21-15943308-16167255",23926.18
"chr21-16167255-16379623",23393.15
"chr21-16379623-16598436",23530.75
"chr21-16820493-17043593",24245.95
"chr21-17043593-17283487",18068.59
"chr21-17283487-17537725",24385.75
"chr21-17537725-17769572",17423.39
"chr21-17769572-17996099",24256.91
"chr21-17996099-18208673",22834.59
"chr21-18208673-18419670",22566.47
"chr21-18419670-18643443",24253.29
"chr21-18643443-18861062",23322.97
"chr21-18861062-19079910",23518.28
"chr21-19079910-19293474",23123.18
"chr21-19293474-19507045",23578.7
"chr21-19507045-19717825",23004.54
"chr21-19717825-19934715",23759.81
"chr21-19934715-20153773",23310.41
"chr21-20153773-20367845",23464.35
"chr21-20367845-20580807",22852.6
"chr21-20580807-20791292",22893.58
"chr21-20791292-21005681",23307.54
"chr21-21005681-21216439",22908.54
"chr21-21216439-21427808",23260.37
"chr21-21427808-21637464",23064.17
"chr21-21637464-21852637",23269.31
"chr21-21852637-22068454",23294.68
"chr21-22068454-22279461",13206.25
"chr21-22279461-22494872",22281.17
"chr21-22494872-22715528",23412.63
"chr21-22715528-22934880",23190.06
"chr21-22934880-23151538",24033.87
"chr21-23151538-23362564",23188.36
"chr21-23362564-23574235",22938.31
"chr21-23574235-23788595",23313.19
"chr21-23788595-24006467",23232.59
"chr21-24006467-24216806",22961.21
"chr21-24216806-24428821",22902.33
"chr21-24428821-24646817",23592.19
"chr21-24646817-24859357",23201.2
"chr21-24859357-25075749",22969.85
"chr21-25075749-25287098",23072.28
"chr21-25287098-25504883",23225.55
"chr21-25504883-25721527",23104.2
"chr21-25721527-25948392",23824.16
"chr21-25948392-26164260",22796.91
"chr21-26164260-26391074",23892.84
"chr21-26391074-26601785",22974.1
"chr21-26601785-26817946",23118.24
"chr21-26817946-27031169",22893.74
"chr21-27031169-27244904",23506.6
"chr21-27244904-27459148",23610.99
"chr21-27459148-27677453",23700.02
"chr21-27677453-27940482",28192.53
"chr21-27940482-28211416",29053.77
"chr21-28211416-28423318",22626.97
"chr21-28423318-28640174",23165.42
"chr21-28640174-28868026",24306.07
"chr21-28868026-29092165",23201.32
"chr21-29092165-29308792",23023.18
"chr21-29308792-29530538",23554.29
"chr21-29530538-29741996",22808.27
"chr21-29741996-29953324",23169.74
"chr21-29953324-30162809",22580
"chr21-30162809-30376727",22551.95
"chr21-30376727-30589625",22929.13
"chr21-30589625-30806157",23589.86
"chr21-30806157-31022625",22808.79
"chr21-31022625-31243410",22955.32
"chr21-31243410-31467319",23152.22
"chr21-31467319-31700899",23772.74
"chr21-31700899-31931886",24420.36
"chr21-32152284-32373666",23586.9
"chr21-32613550-32839765",20521.55
"chr21-32839765-33054645",23095.43
"chr21-33054645-33274648",23108.89
"chr21-33274648-33514120",19458.2
"chr21-33514120-33745219",23514.83
"chr21-33745219-33971646",23612.93
"chr21-33971646-34187184",22841.83
"chr21-34521086-34734254",22476.57
"chr21-34734254-34942634",22236.61
"chr21-34942634-35154193",22687.99
"chr21-35154193-35366438",23038.1
"chr21-35366438-35582095",23203.46
"chr21-35582095-35795855",22516.49
"chr21-36017799-36258265",25359.03
"chr21-36258265-36506634",25445.28
"chr21-36506634-36726352",23053.92
"chr21-36726352-36944525",22692
"chr21-36944525-37180788",24297.83
"chr21-37180788-37407056",23355.26
"chr21-37407056-37621422",22703.66
"chr21-37621422-37835188",23254.25
"chr21-37835188-38045891",22602.79
"chr21-38045891-38259102",22899.91
"chr21-38259102-38469603",22606.21
"chr21-38469603-38679218",22421.59
"chr21-38679218-38893681",23164.27
"chr21-38893681-39106877",22476.19
"chr21-39106877-39326762",22644.03
"chr21-39326762-39555685",23167.89
"chr21-39555685-39773042",23166.75
"chr21-39773042-39986657",22835.59
"chr21-39986657-40213256",24459.78
"chr21-40213256-40431883",23377.1
"chr21-40431883-40645952",22454.48
"chr21-40645952-40859675",22691.18
"chr21-40859675-41079381",22806.61
"chr21-41079381-41295030",23245.41
"chr21-41295030-41514412",23410.68
"chr21-41514412-41731278",22708.94
"chr21-41731278-41946321",22121.85
"chr21-41946321-42159679",22473.21
"chr21-42159679-42373918",22512.6
"chr21-42373918-42581983",22013.49
"chr21-42581983-42809765",23885.12
"chr21-43657224-43886530",23170.66
"chr21-43886530-44258380",31543.42
"chr21-44480429-44706909",26144.5
"chr21-44706909-44925126",23178.7
"chr21-44925126-45136531",22418.17
"chr21-45136531-45350986",23123.96
"chr21-45786419-46003191",23728.91
"chr21-46003191-46224571",19524.98
"chr21-46224571-46456912",24314.37
"chr22-17061844-17307025",24593.72
"chr22-17307025-17549593",24762.56
"chr22-17549593-17798030",25094.05
"chr22-17798030-18025824",24435.11
"chr22-18970558-19205931",24585.81
"chr22-19205931-19437526",23905.66
"chr22-19437526-19663967",23409.74
"chr22-19663967-19878941",22591.41
"chr22-19878941-20103950",23060.55
"chr22-20103950-20368577",29465.44
"chr22-20368577-20609920",24422.18
"chr22-20609920-20873778",26936.77
"chr22-21764221-22007492",24897.83
"chr22-22007492-22240050",24909.88
"chr22-22516953-22769585",20929.85
"chr22-22769585-22990629",25061.64
"chr22-22990629-23212482",22913.36
"chr22-23212482-23475746",21359.7
"chr22-23475746-23730678",24442.87
"chr22-24010885-24233876",23139.51
"chr22-24233876-24491819",27341.71
"chr22-24776374-25018887",24260.9
"chr22-25018887-25249641",24564.35
"chr22-25532581-25765655",24526.11
"chr22-25765655-25979669",22959.43
"chr22-25979669-26188663",22782.93
"chr22-26188663-26402670",22981.5
"chr22-26402670-26627066",23178.79
"chr22-26627066-26843382",22785.6
"chr22-26843382-27053923",22676.23
"chr22-27053923-27262136",22749.16
"chr22-27262136-27470509",22538.51
"chr22-27470509-27682982",22449.67
"chr22-27682982-27897790",22737.49
"chr22-27897790-28121073",23980.94
"chr22-28121073-28355820",25255.1
"chr22-28355820-28590905",24515.32
"chr22-28590905-28855948",26965.84
"chr22-28855948-29080121",23489.47
"chr22-29080121-29309482",23941.8
"chr22-29309482-29562260",26157.1
"chr22-29562260-29797138",24022.71
"chr22-29797138-30024926",23513.67
"chr22-30024926-30247262",23460.49
"chr22-30247262-30466962",22979.54
"chr22-30466962-30705953",24181.81
"chr22-30705953-30938554",23624.56
"chr22-30938554-31178339",24289.26
"chr22-31178339-31421292",24919.71
"chr22-31421292-31669226",24737.95
"chr22-31669226-31917613",25158.36
"chr22-31917613-32148995",23992.96
"chr22-32148995-32396969",26131.39
"chr22-32396969-32621859",24207.44
"chr22-32621859-32838149",22747.58
"chr22-33061500-33287946",23992.32
"chr22-33287946-33513960",24006.34
"chr22-33513960-33733730",23154.71
"chr22-33954179-34173676",22937.77
"chr22-34173676-34389649",23201.39
"chr22-34389649-34615828",24027.76
"chr22-34615828-34854487",25309.37
"chr22-34854487-35072477",23541.24
"chr22-35072477-35298612",23985.92
"chr22-35298612-35526049",23834.19
"chr22-35526049-35754357",20588.11
"chr22-36209323-36448814",24496.69
"chr22-36448814-36677310",23948.97
"chr22-36677310-36889869",17407.18
"chr22-36889869-37106870",23010.8
"chr22-37106870-37319975",22835.13
"chr22-37319975-37534667",22855.41
"chr22-37534667-37772903",24389.74
"chr22-37772903-38018650",24663.09
"chr22-38018650-38250166",23600.14
"chr22-38250166-38511466",26710.06
"chr22-38511466-38753690",25070.7
"chr22-38753690-38983171",18490.15
"chr22-39241847-39474583",23999.46
"chr22-39474583-39691231",22899.36
"chr22-39691231-39911097",23496.8
"chr22-39911097-40131712",23039.5
"chr22-40131712-40361244",23607.51
"chr22-40361244-40593467",24115.29
"chr22-40593467-40840613",24778.53
"chr22-40840613-41094488",24890.34
"chr22-41094488-41338701",24733.78
"chr22-41338701-41582451",25020.6
"chr22-41582451-41832708",24971.44
"chr22-41832708-42067779",23910.63
"chr22-42067779-42304297",11970.18
"chr22-42304297-42564179",26690.82
"chr22-42564179-42817818",25291.1
"chr22-42817818-43050069",23806.26
"chr22-43050069-43279629",23504.42
"chr22-43279629-43495615",22834.7
"chr22-43495615-43714498",22886.8
"chr22-43714498-43933328",23098.89
"chr22-43933328-44160764",23866.87
"chr22-44160764-44377639",22997.58
"chr22-44377639-44596264",22929.29
"chr22-44596264-44827394",23984.2
"chr22-44827394-45049567",23024.67
"chr22-45049567-45279523",24058.86
"chr22-45279523-45513498",23964.04
"chr22-45513498-45738516",24009.39
"chr22-45738516-45947797",22482.59
"chr22-45947797-46158759",22108.42
"chr22-46158759-46386507",23338.02
"chr22-46617426-46839678",23530.89
"chr22-46839678-47050637",22856.74
"chr22-47050637-47266564",23063.46
"chr22-47266564-47482219",23117.61
"chr22-47482219-47697150",22857.11
"chr22-47697150-47911760",22752.89
"chr22-47911760-48122959",22281.72
"chr22-48122959-48334340",22462.39
"chr22-48334340-48546330",22610.3
"chr22-48546330-48756357",22941.69
"chr22-48756357-48970359",22507.6
"chr22-48970359-49185865",23168.03
"chr22-49185865-49400597",22245.33
"chr22-49400597-49614278",23124.39
"chr22-49614278-49832449",22598.72
"chr22-49832449-50060211",23665.14
"chr22-50284513-50525535",24842.56
"chrX-518129-776293",10782.24
"chrX-776293-1044357",13493.5
"chrX-1044357-1336645",14355.86
"chrX-1336645-1606057",14679.57
"chrX-1606057-1889106",14112.93
"chrX-1889106-2333825",13283.49
"chrX-2333825-2578334",12622.83
"chrX-2578334-2825698",12784.33
"chrX-2825698-3076755",12926.87
"chrX-3076755-3307975",12423.55
"chrX-3307975-3547804",13016.58
"chrX-4141518-4356146",11584.86
"chrX-4356146-4578842",11859.72
"chrX-4578842-4796607",11434.89
"chrX-4796607-5017940",12014.4
"chrX-5233790-5449858",11373.85
"chrX-5449858-5667777",11974.47
"chrX-5667777-5889524",12134.21
"chrX-5889524-6102541",11538.94
"chrX-6102541-6322892",11586.71
"chrX-6547425-6768694",12193.91
"chrX-6768694-6992548",12169.83
"chrX-7226800-7441405",11536.93
"chrX-7441405-7668538",12326.82
"chrX-7668538-7887994",11971.81
"chrX-7887994-8106469",11915.39
"chrX-8106469-8332351",12155.6
"chrX-8332351-8572132",13020.55
"chrX-8572132-8801767",12226.22
"chrX-8801767-9019910",11832.85
"chrX-9019910-9237494",11593.15
"chrX-9466078-9680775",11800.64
"chrX-9680775-9902635",11802.56
"chrX-9902635-10120849",11559.39
"chrX-10120849-10339594",11890.03
"chrX-10339594-10550741",11423.12
"chrX-10550741-10779464",12408.57
"chrX-10779464-11004611",12481.8
"chrX-11004611-11227300",12286.15
"chrX-11657893-11879357",12236.9
"chrX-11879357-12096753",12190.53
"chrX-12096753-12310806",11823.03
"chrX-12525133-12748615",11954.5
"chrX-12748615-12988340",12837.64
"chrX-12988340-13214495",12055.05
"chrX-13214495-13429563",11683.96
"chrX-13429563-13648093",11696.6
"chrX-13648093-13872462",12164.67
"chrX-13872462-14095947",11599.97
"chrX-14095947-14328881",12686.69
"chrX-14328881-14550626",11997.83
"chrX-14550626-14774244",12321.43
"chrX-14774244-15001363",12245.51
"chrX-15001363-15222967",11971.65
"chrX-15222967-15444252",11888.31
"chrX-15444252-15657343",11676.99
"chrX-15887393-16108113",12079.45
"chrX-16108113-16342136",12841.82
"chrX-16342136-16572368",12391.8
"chrX-16572368-16820024",12567.74
"chrX-16820024-17043918",11772.9
"chrX-17267590-17492200",12308.14
"chrX-17492200-17702115",11512.62
"chrX-17702115-17919235",15260.85
"chrX-17919235-18139167",12175.98
"chrX-18139167-18369099",12112.86
"chrX-18369099-18600173",12163.1
"chrX-18600173-18830832",12385.09
"chrX-18830832-19056455",11822.38
"chrX-19056455-19292097",12625.15
"chrX-19292097-19525503",12217.8
"chrX-19525503-19740504",11253.98
"chrX-19740504-19970787",12977.18
"chrX-19970787-20198654",12056.3
"chrX-20198654-20418008",11890.24
"chrX-20418008-20629909",11564.13
"chrX-20629909-20870933",12919.01
"chrX-20870933-21089970",11706.85
"chrX-21089970-21321794",12498.28
"chrX-21321794-21541789",12097.78
"chrX-21541789-21754457",11687.05
"chrX-21754457-21979406",11755.59
"chrX-21979406-22204152",12040.77
"chrX-22204152-22422070",11765.53
"chrX-22422070-22642978",11956.68
"chrX-22642978-22863448",12128.11
"chrX-22863448-23081737",11645.25
"chrX-23305699-23536819",12401.06
"chrX-23536819-23782113",13033.97
"chrX-23782113-24033916",12868.85
"chrX-24515980-24742163",12192.98
"chrX-24742163-24956740",11791.21
"chrX-24956740-25179854",12029.54
"chrX-25179854-25416342",12802.39
"chrX-25416342-25632623",11798.3
"chrX-25632623-25851181",11698.71
"chrX-25851181-26077028",12260.28
"chrX-26077028-26308028",12787.42
"chrX-26308028-26540249",12947.46
"chrX-26540249-26758753",12068.91
"chrX-26758753-26972553",11351.19
"chrX-26972553-27195946",11847.11
"chrX-27195946-27421357",12202.89
"chrX-27421357-27644412",11931.6
"chrX-27644412-27862178",11954.35
"chrX-27862178-28076056",11546.66
"chrX-28076056-28301810",12516.37
"chrX-28301810-28534360",12657.11
"chrX-28534360-28753560",11716.72
"chrX-28753560-28971206",11765.83
"chrX-28971206-29187738",11903.53
"chrX-29187738-29408247",13765.2
"chrX-29408247-29621450",11753.85
"chrX-29621450-29834784",11633.66
"chrX-29834784-30059769",13839.3
"chrX-30059769-30279301",11835.7
"chrX-30279301-30503976",12252.3
"chrX-30503976-30739229",12485.06
"chrX-30739229-30960254",12180.31
"chrX-30960254-31177316",11761.74
"chrX-31177316-31398201",14394.21
"chrX-31398201-31622176",12290.97
"chrX-31622176-31837362",11904.97
"chrX-31837362-32046526",11495.23
"chrX-32046526-32260292",11510.47
"chrX-32260292-32470807",11848.65
"chrX-32470807-32683263",11583.59
"chrX-32683263-32902057",12934.55
"chrX-32902057-33120584",11740.27
"chrX-33120584-33333609",11720.45
"chrX-33333609-33553731",12256.73
"chrX-33771155-33984653",11652.78
"chrX-33984653-34201578",11864.33
"chrX-34201578-34427290",12436.08
"chrX-34427290-34644545",11881.26
"chrX-34644545-34862462",11682.61
"chrX-34862462-35078232",11654.86
"chrX-35078232-35298994",12129.06
"chrX-35298994-35519727",11957.89
"chrX-35519727-35742630",11924.8
"chrX-35960849-36182400",11998.22
"chrX-36182400-36401600",12033.6
"chrX-36401600-36626579",12215.5
"chrX-36626579-36843388",11992.59
"chrX-37525130-37767847",13344.12
"chrX-37767847-37988449",11843.7
"chrX-37988449-38200705",11405.88
"chrX-38200705-38417650",11594
"chrX-38417650-38635063",11874.6
"chrX-38635063-38849948",11471.79
"chrX-38849948-39060048",11561.31
"chrX-39060048-39284329",13474.76
"chrX-39284329-39493869",11414.98
"chrX-39493869-39708465",11789.14
"chrX-39708465-39923008",11697.84
"chrX-39923008-40143089",12783.39
"chrX-40143089-40374990",12186.25
"chrX-40374990-40597641",11851.25
"chrX-40597641-40825155",11950.25
"chrX-40825155-41068157",13584.14
"chrX-41068157-41303366",11895.48
"chrX-41303366-41555506",12851.83
"chrX-41555506-41791174",12596.99
"chrX-41791174-42015669",12160.85
"chrX-42236707-42464160",12412.76
"chrX-42464160-42691755",12184.16
"chrX-42691755-42919560",12475.99
"chrX-42919560-43133619",11283.63
"chrX-43133619-43359428",12544.3
"chrX-43359428-43577149",11675.63
"chrX-43577149-43805201",12379.76
"chrX-43805201-44021634",11790.04
"chrX-44021634-44236228",11482.47
"chrX-44236228-44471690",21044.14
"chrX-44471690-44729228",12881.79
"chrX-44729228-44977658",12742.23
"chrX-44977658-45207193",12391.82
"chrX-45207193-45424482",11692.52
"chrX-45424482-45645713",11844.52
"chrX-45645713-45865330",11787.13
"chrX-45865330-46108681",13247.35
"chrX-46108681-46334424",12118.61
"chrX-46334424-46587418",13273.17
"chrX-46587418-46819958",12612.09
"chrX-46819958-47049393",12152.06
"chrX-47049393-47286720",12267.92
"chrX-47286720-47542385",12861.36
"chrX-47542385-47768207",12308.42
"chrX-47768207-48003958",12644.14
"chrX-48673390-48914294",12940.01
"chrX-48914294-49167229",13211.61
"chrX-49683019-49903511",11772.96
"chrX-49903511-50135420",12991.37
"chrX-50135420-50415707",12338.38
"chrX-50415707-50628200",11561.91
"chrX-50628200-50844714",11701.61
"chrX-50844714-51075495",12423.54
"chrX-51075495-51327324",13920.81
"chrX-51327324-51576435",13544.97
"chrX-52991153-53227375",12228
"chrX-53227375-53457517",12239.2
"chrX-53457517-53689815",12378.14
"chrX-53689815-53955934",13947.1
"chrX-53955934-54217500",13643.63
"chrX-54217500-54465828",12198.69
"chrX-54465828-54716097",12994.16
"chrX-55536333-55787990",13723.22
"chrX-56044397-56304141",13783.22
"chrX-57652336-57911671",13944.07
"chrX-63721847-63960262",12987.27
"chrX-64210915-64457086",13758.91
"chrX-64728155-64975486",13419.76
"chrX-65497369-65738402",12861.52
"chrX-65738402-65989113",13446.34
"chrX-65989113-66223648",12849.82
"chrX-66223648-66469301",13187.33
"chrX-66469301-66707472",12979.87
"chrX-66707472-66958002",13831.64
"chrX-66958002-67205377",13240.36
"chrX-67448533-67687938",12964.32
"chrX-67687938-67922958",12661.73
"chrX-67922958-68155817",12638.51
"chrX-68155817-68403568",13077.09
"chrX-68403568-68651677",12873.75
"chrX-68651677-68874009",12585.23
